Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000014932,Yes1,Gene Expression,0.03790828069267868,1.6209256159527285e-14,3.1359542021357247e-14,2027,0.45019141598360796,1491
ENSMUSG00000020739,Nup85,Gene Expression,0.03790214027129792,1.6653345369377348e-14,3.2200382731051776e-14,7283,1.4104748001405867,2959
ENSMUSG00000025785,Exosc7,Gene Expression,0.03789746708173098,1.6653345369377348e-14,3.2200382731051776e-14,2862,0.5391368636642535,1802
ENSMUSG00000038704,Aspdh,Gene Expression,0.03789468811202509,1.6431300764452317e-14,3.1778274023684204e-14,1528,0.28388337644225126,1096
ENSMUSG00000026866,Kynu,Gene Expression,0.037888773803736876,3.1086244689504383e-15,6.105187605224674e-15,29,0.006745628727887839,26
ENSMUSG00000001436,Slc19a1,Gene Expression,0.037873793438199216,1.709743457922741e-14,3.305529947426154e-14,2296,0.4895778849774493,1554
ENSMUSG00000031903,Pla2g15,Gene Expression,0.037868792010278846,1.7541523789077473e-14,3.390616572284955e-14,3868,0.7652271327257263,2234
ENSMUSG00000029474,Rnf34,Gene Expression,0.03786502453460007,1.7763568394002505e-14,3.432755065498574e-14,7405,1.449931286170138,3005
ENSMUSG00000074704,Rad21l,Gene Expression,0.03785807747133415,1.1324274851176597e-14,2.1988807850159903e-14,130,0.01838293873231992,120
ENSMUSG00000050914,Ankrd37,Gene Expression,0.037855623422700546,1.7541523789077473e-14,3.390616572284955e-14,1855,0.35056932582565786,1338
ENSMUSG00000025270,Alas2,Gene Expression,0.03785435182075081,1.4210854715202004e-14,2.753403721064672e-14,329,0.0974939134004247,272
ENSMUSG00000018920,Cxcl16,Gene Expression,0.03783650296490003,1.021405182655144e-14,1.9848914250339703e-14,126,0.03745712298144047,113
ENSMUSG00000023272,Creld2,Gene Expression,0.03783559989570006,1.84297022087776e-14,3.5610785284165245e-14,3605,0.7408418419860653,2105
ENSMUSG00000048602,Morc2b,Gene Expression,0.03782825441506448,1.7763568394002505e-14,3.432755065498574e-14,896,0.15640207698215028,736
ENSMUSG00000031591,Asah1,Gene Expression,0.0378218834174479,1.865174681370263e-14,3.6035734523677804e-14,2120,0.4173577427821604,1510
ENSMUSG00000037434,Slc30a1,Gene Expression,0.03781823115180495,1.9095836023552692e-14,3.688534326458508e-14,6474,1.3943078540724987,2908
ENSMUSG00000028136,Snx27,Gene Expression,0.03781648626412966,1.9095836023552692e-14,3.688534326458508e-14,9352,1.9139543289855037,3313
ENSMUSG00000056643,Chst13,Gene Expression,0.037810408139832635,0.0,0.0,10,0.0031038340768731964,9
ENSMUSG00000020740,Gga3,Gene Expression,0.03779936608044377,1.9539925233402755e-14,3.7734565907450585e-14,6124,1.2062365409085223,2794
ENSMUSG00000029397,Rchy1,Gene Expression,0.03778244534029228,2.020605904817785e-14,3.9016538873216754e-14,9244,1.7895546560736484,3224
ENSMUSG00000024079,Eif2ak2,Gene Expression,0.03777758980836215,1.9317880628477724e-14,3.731000283182188e-14,1079,0.25605327008174256,873
ENSMUSG00000042709,Atpaf2,Gene Expression,0.03776445472276761,2.0650148258027912e-14,3.986046105950016e-14,3838,0.7325849403342827,2192
ENSMUSG00000051768,Xrcc1,Gene Expression,0.03776172652385978,2.0872192862952943e-14,4.027991987789216e-14,4261,0.8201489954066622,2289
ENSMUSG00000026627,Pacc1,Gene Expression,0.03775861676130493,2.0650148258027912e-14,3.986046105950016e-14,2906,0.5792123974724489,1808
ENSMUSG00000068250,Amn1,Gene Expression,0.03774102612711841,2.1094237467877974e-14,4.070380843217048e-14,2330,0.44040410848357914,1569
ENSMUSG00000078970,Wdr92,Gene Expression,0.03773733533371358,2.0650148258027912e-14,3.986046105950016e-14,1156,0.20933407178376456,916
ENSMUSG00000020441,2310033P09Rik,Gene Expression,0.037730770078708,2.1760371282653068e-14,4.197966077205049e-14,3453,0.6556033572748984,2041
ENSMUSG00000014771,Pdcd2,Gene Expression,0.03772794852297937,2.1760371282653068e-14,4.197966077205049e-14,2591,0.5103942309928108,1698
ENSMUSG00000037408,Cnnm4,Gene Expression,0.03772490896868735,2.0872192862952943e-14,4.027991987789216e-14,981,0.17916238310955301,787
ENSMUSG00000037519,Ppfia1,Gene Expression,0.03771718087248123,2.220446049250313e-14,4.2826667360895066e-14,6554,1.3808601780084055,2954
ENSMUSG00000043153,Crppa,Gene Expression,0.03769178553985332,2.220446049250313e-14,4.2826667360895066e-14,1148,0.22991396632589373,901
ENSMUSG00000017288,Vps53,Gene Expression,0.037687655983197677,2.3314683517128287e-14,4.495269855083332e-14,7216,1.4259420662186275,2972
ENSMUSG00000025732,Mcrip2,Gene Expression,0.0376770544692115,2.353672812205332e-14,4.5370526720193044e-14,2805,0.6107113345738014,1868
ENSMUSG00000026342,Slc35f5,Gene Expression,0.037675257091053634,2.3092638912203256e-14,4.4534680761246984e-14,1772,0.35353949674920276,1310
ENSMUSG00000032021,Crtam,Gene Expression,0.037669304765848295,2.6645352591003757e-15,5.242103047938448e-15,20,0.004433234119594438,19
ENSMUSG00000006058,Snf8,Gene Expression,0.03766528192577048,2.4202861936828413e-14,4.66440189571666e-14,9038,1.8300707981356505,3264
ENSMUSG00000026938,Fcna,Gene Expression,0.03765722556669035,1.0436096431476471e-14,2.027345910196995e-14,87,0.03752727038705294,66
ENSMUSG00000024474,Ik,Gene Expression,0.037656325264490906,2.4424906541753444e-14,4.706127424583145e-14,15603,3.313630740296516,3836
ENSMUSG00000004896,Rrnad1,Gene Expression,0.03765279747142571,2.4646951146678475e-14,4.746758164414692e-14,4602,0.8940094242461761,2375
ENSMUSG00000020409,Slu7,Gene Expression,0.03765160767171104,2.4646951146678475e-14,4.746758164414692e-14,5748,1.1376268121146629,2726
ENSMUSG00000024972,Lgals12,Gene Expression,0.03764556951225026,1.0658141036401503e-14,2.0702443302108646e-14,76,0.01286834252510159,72
ENSMUSG00000008730,Hipk1,Gene Expression,0.03761369780382376,2.6201263381153694e-14,5.04381738338449e-14,10676,2.287912248407931,3521
ENSMUSG00000010307,Tmem86a,Gene Expression,0.03761326321749297,2.5979218776228663e-14,5.002206170801256e-14,2772,0.6128606123269147,1827
ENSMUSG00000040414,Slc25a28,Gene Expression,0.037610954360986965,2.6423307986078726e-14,5.0859856091877044e-14,9814,1.9686598892945968,3363
ENSMUSG00000038094,Atp13a4,Gene Expression,0.03760921925412239,2.4646951146678475e-14,4.746758164414692e-14,748,0.1689690520744746,657
ENSMUSG00000037315,Jade3,Gene Expression,0.03760898519363396,2.5757174171303632e-14,4.960014122168564e-14,1810,0.32434664650713174,1260
ENSMUSG00000026586,Prrx1,Gene Expression,0.03760706333686491,2.4646951146678475e-14,4.746758164414692e-14,822,0.21112017984331316,692
ENSMUSG00000022092,Ppp3cc,Gene Expression,0.03758972076153194,2.708944180085382e-14,5.2118430303442354e-14,3483,0.7386683031619155,2169
ENSMUSG00000024446,Rpp21,Gene Expression,0.037588324799791746,2.731148640577885e-14,5.2533738364312425e-14,5741,1.147322154820617,2743
ENSMUSG00000002325,Irf9,Gene Expression,0.03758051598059997,2.708944180085382e-14,5.2118430303442354e-14,1963,0.3754389252166636,1392
ENSMUSG00000046562,Unc119b,Gene Expression,0.03757430762375942,2.7755575615628914e-14,5.3375865404962126e-14,4711,1.018481218584665,2507
ENSMUSG00000024870,Rab1b,Gene Expression,0.03756621850684978,2.7977620220553945e-14,5.379678603042714e-14,20433,4.063757028745058,3922
ENSMUSG00000025133,Ints4,Gene Expression,0.037559979144417235,2.842170943040401e-14,5.4644521762018696e-14,4333,0.8968495219457324,2353
ENSMUSG00000020464,Pnpt1,Gene Expression,0.037558086167910294,2.731148640577885e-14,5.2533738364312425e-14,1891,0.3627454608292595,1377
ENSMUSG00000045377,Tmem88,Gene Expression,0.03754880082354365,2.6201263381153694e-14,5.04381738338449e-14,637,0.1345092835533903,538
ENSMUSG00000064202,4430402I18Rik,Gene Expression,0.0375475600050934,2.353672812205332e-14,4.5370526720193044e-14,334,0.0697650448144941,302
ENSMUSG00000040850,Psme4,Gene Expression,0.037542251800415136,2.930988785010413e-14,5.6339418034159224e-14,8372,1.6293251474538883,3093
ENSMUSG00000033499,Larp4b,Gene Expression,0.03754202810093813,2.930988785010413e-14,5.6339418034159224e-14,6421,1.2770169171677042,2878
ENSMUSG00000029102,Hgfac,Gene Expression,0.03753639056843839,1.2656542480726785e-14,2.455328795793128e-14,87,0.018861159172929746,82
ENSMUSG00000006546,Cryba2,Gene Expression,0.03753436566360991,7.993605777301127e-15,1.5569532600270948e-14,53,0.010128829002793374,48
ENSMUSG00000027276,Jag1,Gene Expression,0.03753389261844856,2.6867397195928788e-14,5.170878821743632e-14,719,0.16788178266983497,585
ENSMUSG00000040720,Virma,Gene Expression,0.03751722826972097,3.042011087472929e-14,5.845365641517619e-14,5331,1.0301113904325419,2542
ENSMUSG00000023963,Cyp39a1,Gene Expression,0.03751278507807645,2.4424906541753444e-14,4.706127424583145e-14,260,0.08680580318015481,244
ENSMUSG00000028550,Atg4c,Gene Expression,0.03750458358322888,3.108624468950438e-14,5.972691163470053e-14,8068,1.695454708097169,3163
ENSMUSG00000029185,Fam114a1,Gene Expression,0.03749750521475653,2.9531932455029164e-14,5.6759813192060795e-14,807,0.1868201043281188,664
ENSMUSG00000029452,Tmem116,Gene Expression,0.037491179313292294,2.7755575615628914e-14,5.3375865404962126e-14,451,0.07686749979422579,399
ENSMUSG00000022956,Atp5o,Gene Expression,0.03748751015058201,3.197442310920451e-14,6.142645162864583e-14,6184,1.3272238941023784,2935
ENSMUSG00000014177,Tvp23b,Gene Expression,0.037473700242546364,3.26405569239796e-14,6.269199848517574e-14,5759,1.161849325527603,2730
ENSMUSG00000003444,Med29,Gene Expression,0.0374624293683579,3.3084646133829665e-14,6.353059364921336e-14,3902,0.7329107860072046,2206
ENSMUSG00000029171,Pgm2,Gene Expression,0.03745993815870186,3.241851231905457e-14,6.227255875232112e-14,1638,0.333682144235139,1231
ENSMUSG00000054951,9130008F23Rik,Gene Expression,0.03745245485368819,5.551115123125783e-15,1.0843237745678242e-14,49,0.008440755076855029,44
ENSMUSG00000022136,Dnajc3,Gene Expression,0.037441045340646475,3.419486915845482e-14,6.565507578848019e-14,10418,2.3226154684024647,3509
ENSMUSG00000059142,Zfp945,Gene Expression,0.03739724341045014,3.530509218307998e-14,6.777142370728328e-14,1114,0.21081169511836303,901
ENSMUSG00000063281,Zfp35,Gene Expression,0.03739381583636856,3.68594044175552e-14,7.074708178518555e-14,3942,0.7531511384617006,2224
ENSMUSG00000074652,Myh7b,Gene Expression,0.03738667379096858,1.5765166949677223e-14,3.0517743743379276e-14,75,0.014807580580856761,65
ENSMUSG00000034801,Sos2,Gene Expression,0.03737659512675353,3.730349362740526e-14,7.159137232456076e-14,2309,0.4797250279375547,1543
ENSMUSG00000036816,Atoh7,Gene Expression,0.03736871268389152,3.441691376337985e-14,6.607394399705566e-14,377,0.0632358382130056,349
ENSMUSG00000022663,Atg3,Gene Expression,0.037363313026231415,3.863576125695545e-14,7.413983628874787e-14,5539,1.061536726223406,2634
ENSMUSG00000029208,Guf1,Gene Expression,0.03734940721070844,3.930189507173054e-14,7.540959616539967e-14,3553,0.6745696824247934,2084
ENSMUSG00000041203,Trir,Gene Expression,0.037349269582090436,3.952393967665557e-14,7.582707975437826e-14,5142,1.0197456917584844,2604
ENSMUSG00000029670,Ing3,Gene Expression,0.037326122989359306,4.085620730620576e-14,7.836535903756324e-14,4922,0.9976924595851735,2528
ENSMUSG00000025791,Pgm1,Gene Expression,0.037323650181316045,3.9968028886505635e-14,7.667041586873071e-14,1439,0.3071389460990927,1119
ENSMUSG00000045767,B230219D22Rik,Gene Expression,0.03732071745588861,4.1300296516055823e-14,7.919928251127221e-14,6572,1.3099176304078066,2893
ENSMUSG00000024383,Map3k2,Gene Expression,0.037320639996116005,4.107825191113079e-14,7.878236781963231e-14,4159,0.8159941501382034,2245
ENSMUSG00000082361,Btc,Gene Expression,0.037299743911172266,2.3314683517128287e-14,4.495269855083332e-14,126,0.02418653332118696,115
ENSMUSG00000035246,Pcyt1b,Gene Expression,0.03729876910887055,4.263256414560601e-14,8.17356559155212e-14,4922,1.0590185069245752,2577
ENSMUSG00000031783,Polr2c,Gene Expression,0.037278160243131395,4.374278717023117e-14,8.385473061008113e-14,2706,0.5517227772087051,1800
ENSMUSG00000060510,Zfp266,Gene Expression,0.03726774222862594,4.4853010194856324e-14,8.596363370077435e-14,5340,1.0482761349683847,2609
ENSMUSG00000060181,Slc35e3,Gene Expression,0.0372648830197338,4.440892098500626e-14,8.512210632647004e-14,2202,0.4162426273066145,1518
ENSMUSG00000034974,Dapk3,Gene Expression,0.037264183109042795,4.5075054799781356e-14,8.637945676287299e-14,4516,0.8802583411079589,2443
ENSMUSG00000031537,Ikbkb,Gene Expression,0.037259040984825,4.529709940470639e-14,8.679518607611309e-14,5037,1.001120606733527,2528
ENSMUSG00000035769,Xylb,Gene Expression,0.03725674037936018,4.263256414560601e-14,8.17356559155212e-14,948,0.17729409046157202,763
ENSMUSG00000033658,Ddx19b,Gene Expression,0.037249834314001265,4.596323321948148e-14,8.805173427980912e-14,3342,0.6497500650764233,2030
ENSMUSG00000022371,Col14a1,Gene Expression,0.03724091701695254,2.708944180085382e-14,5.2118430303442354e-14,118,0.0269908633753184,102
ENSMUSG00000073423,Zfp414,Gene Expression,0.03722912147975976,4.729550084903167e-14,9.057333522215416e-14,2946,0.5737585962350983,1818
ENSMUSG00000025027,Xpnpep1,Gene Expression,0.03722795471490042,4.773959005888173e-14,9.141349012288743e-14,9322,1.8140259089966657,3245
ENSMUSG00000021621,Zcchc9,Gene Expression,0.03721308833717081,4.8183679268731794e-14,9.223267795156566e-14,2558,0.4812044543869416,1667
ENSMUSG00000035505,Cox18,Gene Expression,0.03720621378368698,4.929390229335695e-14,9.431537046178314e-14,4191,0.7945753743124442,2300
ENSMUSG00000039765,Cc2d2a,Gene Expression,0.037202433000150456,4.907185768843192e-14,9.390109613733714e-14,2939,0.606192864781272,1856
ENSMUSG00000045281,Gpr20,Gene Expression,0.037184873702073934,1.5987211554602254e-14,3.0937001594390835e-14,57,0.01687882195193693,50
ENSMUSG00000028245,Nsmaf,Gene Expression,0.037179014209373897,5.084821452783217e-14,9.726738133514418e-14,2484,0.4664676884031463,1630
ENSMUSG00000063052,Lrrc40,Gene Expression,0.03716211240862419,5.240252676230739e-14,1.0021806367075843e-13,2782,0.5186177375449054,1770
ENSMUSG00000024811,Tnks2,Gene Expression,0.03715450801476654,5.3290705182007514e-14,1.0190520943680545e-13,9222,1.8781408187113666,3254
ENSMUSG00000019066,Rab3d,Gene Expression,0.03715198962504725,4.618527782440651e-14,8.846713460212552e-14,452,0.07978779983268233,399
ENSMUSG00000028057,Rit1,Gene Expression,0.037149307089094315,5.3734794391857577e-14,1.0274286108805343e-13,7061,1.448198230545752,3008
ENSMUSG00000040272,Accs,Gene Expression,0.037148085066288264,4.973799150320701e-14,9.51543477289266e-14,805,0.1639983661242228,660
ENSMUSG00000054885,4930578G10Rik,Gene Expression,0.03714341443202547,4.884981308350689e-14,9.348672852887301e-14,493,0.1024851703757641,452
ENSMUSG00000039662,Icmt,Gene Expression,0.03712186049627273,5.617728504603292e-14,1.0735261284007504e-13,7234,1.501013431919827,3043
ENSMUSG00000036180,Gatad2a,Gene Expression,0.03712134551902303,5.595524044110789e-14,1.0694031673239845e-13,4036,0.9035613383387052,2331
ENSMUSG00000022912,Pros1,Gene Expression,0.03710905639206522,5.5289106626332796e-14,1.0569098452928529e-13,1355,0.3475941126881933,1063
ENSMUSG00000036572,Upf3b,Gene Expression,0.037105852376081494,5.728750807065808e-14,1.0946189997583702e-13,3343,0.6263623769717129,1968
ENSMUSG00000053063,Clec12a,Gene Expression,0.037105779047894964,1.1102230246251565e-14,2.1560117642612145e-14,30,0.006984984486561993,29
ENSMUSG00000030796,Tead2,Gene Expression,0.037104324276486085,4.574118861455645e-14,8.763624031449849e-14,294,0.08205599949654568,268
ENSMUSG00000031577,Tti2,Gene Expression,0.03710096117398245,5.795364188543317e-14,1.107222664683144e-13,4920,1.0194400018376102,2583
ENSMUSG00000029570,Lfng,Gene Expression,0.037094844843380693,5.573319583618286e-14,1.0652792790098236e-13,1040,0.2613597936440612,862
ENSMUSG00000020721,Helz,Gene Expression,0.037094290906516815,5.839773109528323e-14,1.1155817410177844e-13,3453,0.6719982446018372,2085
ENSMUSG00000037791,Phf12,Gene Expression,0.03708730052537852,5.906386491005833e-14,1.1281802177111715e-13,10326,2.0892667275815713,3442
ENSMUSG00000051154,Commd3,Gene Expression,0.03707250820590701,6.061817714453355e-14,1.1576090047216957e-13,5792,1.139239232256087,2667
ENSMUSG00000020064,Herc4,Gene Expression,0.03706423085214104,6.017408793468348e-14,1.1492574682176965e-13,2085,0.4214492216191529,1490
ENSMUSG00000036114,Rpp25l,Gene Expression,0.03705731908626651,6.195044477408373e-14,1.1827851963044764e-13,4775,0.9759446024203953,2494
ENSMUSG00000020303,Stc2,Gene Expression,0.03705535494291616,4.8183679268731794e-14,9.223267795156566e-14,253,0.04271912225015879,214
ENSMUSG00000022814,Umps,Gene Expression,0.03703586849044544,6.283862319378386e-14,1.1994732364378867e-13,1780,0.32229978317801594,1282
ENSMUSG00000060924,Csmd1,Gene Expression,0.037034133817191756,6.150635556423367e-14,1.1744383642786386e-13,1027,0.1748379940777451,797
ENSMUSG00000028766,Alpl,Gene Expression,0.03702762645591972,5.395683899678261e-14,1.0315581478656065e-13,373,0.09995129143572275,318
ENSMUSG00000044576,Garem2,Gene Expression,0.03702345728699743,6.261657858885883e-14,1.1953690508236999e-13,1093,0.31865533982854216,929
ENSMUSG00000038538,Ubn2,Gene Expression,0.0369616534425567,7.127631818093505e-14,1.3602277494549612e-13,3093,0.6223157410729292,1936
ENSMUSG00000052921,Arhgef15,Gene Expression,0.0369365484502214,6.927791673660977e-14,1.3222389722534165e-13,707,0.17858883480128943,610
ENSMUSG00000037349,Nudt22,Gene Expression,0.0369114437479406,7.549516567451064e-14,1.4405779368380466e-13,1622,0.34449244527014566,1233
ENSMUSG00000054008,Ndst1,Gene Expression,0.036909500505665445,7.771561172376096e-14,1.4827814211252539e-13,7411,1.5842698348746094,3088
ENSMUSG00000044502,Bod1,Gene Expression,0.0369044658609199,7.838174553853605e-14,1.4953231320584017e-13,7954,1.5825374336282327,3120
ENSMUSG00000035632,Cnot3,Gene Expression,0.036898354843500104,7.904787935331115e-14,1.5076928335363363e-13,6687,1.3184136026066315,2870
ENSMUSG00000031985,Gnpat,Gene Expression,0.036878260486955965,8.126832540256146e-14,1.5493483571026688e-13,3868,0.7914210665529324,2262
ENSMUSG00000050323,Ndufaf6,Gene Expression,0.036873749706207944,8.126832540256146e-14,1.5493483571026688e-13,2463,0.4473880576445866,1602
ENSMUSG00000055024,Ep300,Gene Expression,0.03686744159760091,8.304468224196171e-14,1.5830363449017215e-13,7385,1.4499731043031316,3005
ENSMUSG00000055976,Cldn23,Gene Expression,0.036860792539430844,2.9753977059954195e-14,5.718011329170169e-14,75,0.012712883928642107,66
ENSMUSG00000062376,Borcs7,Gene Expression,0.036849924328907525,8.504308368628699e-14,1.620767279402967e-13,3885,0.7415530013495305,2175
ENSMUSG00000022983,Scaf4,Gene Expression,0.0368378663138989,8.681944052568724e-14,1.6542504764663509e-13,8924,1.79482554059552,3290
ENSMUSG00000025137,Pcyt2,Gene Expression,0.036821260647557905,8.903988657493755e-14,1.6963685182703303e-13,7155,1.5608364420470107,3084
ENSMUSG00000048550,Thnsl1,Gene Expression,0.03680556602915672,9.015010959956271e-14,1.7171353238159648e-13,2692,0.5099395577053532,1756
ENSMUSG00000028329,Xpa,Gene Expression,0.03677719459342999,9.414691248821327e-14,1.792661833174246e-13,2878,0.5945065397463076,1821
ENSMUSG00000026361,Cdc73,Gene Expression,0.03677399682424271,9.57012247226885e-14,1.8212375927409975e-13,8256,1.6593896116962095,3178
ENSMUSG00000003360,Ddx23,Gene Expression,0.03676658228552583,9.681144774731365e-14,1.8419531999203465e-13,6471,1.2762293991762539,2876
ENSMUSG00000050963,Kcns2,Gene Expression,0.0367664304107387,9.170442183403793e-14,1.7465453919719628e-13,773,0.1352293019391949,652
ENSMUSG00000034707,Gns,Gene Expression,0.03676418660971608,9.725553695716371e-14,1.8499883809286803e-13,7771,1.5686678057925199,3102
ENSMUSG00000074283,Zfp109,Gene Expression,0.03676276153069966,9.50350909079134e-14,1.809168412199252e-13,1567,0.31504139610808174,1202
ENSMUSG00000039461,Tcta,Gene Expression,0.03676202046450648,9.747758156208874e-14,1.8540046227955517e-13,7287,1.4986316807594842,2999
ENSMUSG00000024136,Dnase1l2,Gene Expression,0.036761885625560334,9.57012247226885e-14,1.8212375927409975e-13,1879,0.3583728605419449,1379
ENSMUSG00000066551,Hmgb1,Gene Expression,0.036760760030860026,9.725553695716371e-14,1.8499883809286803e-13,4501,0.9580026266862459,2421
ENSMUSG00000029687,Ezh2,Gene Expression,0.036758218875122865,9.614531393253856e-14,1.829483987714419e-13,2113,0.5213052675458453,1535
ENSMUSG00000027882,Stxbp3,Gene Expression,0.03673316279632535,9.43689570931383e-14,1.7966885446563228e-13,852,0.26594431797569024,765
ENSMUSG00000090112,Shprh,Gene Expression,0.036733108195899394,1.0147438445073931e-13,1.9295912147820412e-13,3931,0.7828723446331552,2261
ENSMUSG00000042682,Selenok,Gene Expression,0.036729242425269856,1.021405182655144e-13,1.942040860712767e-13,12148,2.690143004167573,3673
ENSMUSG00000026632,Tatdn3,Gene Expression,0.0367285019044917,1.0236256287043943e-13,1.9458273805320168e-13,5617,1.1233352807277563,2680
ENSMUSG00000020260,Pofut2,Gene Expression,0.03672707195401829,1.0236256287043943e-13,1.9458273805320168e-13,3755,0.7718502015052577,2190
ENSMUSG00000019846,Lama4,Gene Expression,0.03672605710600208,9.414691248821327e-14,1.792661833174246e-13,693,0.1710501818622426,599
ENSMUSG00000010936,Vac14,Gene Expression,0.03672521288577979,1.0147438445073931e-13,1.9295912147820412e-13,2084,0.402701419173627,1462
ENSMUSG00000021822,Plau,Gene Expression,0.036698146626483755,8.681944052568724e-14,1.6542504764663509e-13,281,0.061800626200175644,249
ENSMUSG00000030166,Rad52,Gene Expression,0.03669564863325192,1.0547118733938987e-13,2.0044714248601843e-13,1713,0.3168798904130337,1272
ENSMUSG00000069920,B3gnt9,Gene Expression,0.036682163685179396,8.926193117986259e-14,1.7004082777040283e-13,272,0.09953041745527799,261
ENSMUSG00000032534,Cep63,Gene Expression,0.0366783167217342,1.0902390101819037e-13,2.0717588256089432e-13,2454,0.4842456340090886,1623
ENSMUSG00000026927,Entr1,Gene Expression,0.03667797101128799,1.1080025785759062e-13,2.1050439064080983e-13,10138,2.003803019278943,3322
ENSMUSG00000029781,Fkbp9,Gene Expression,0.03667666489691129,1.0547118733938987e-13,2.0044714248601843e-13,975,0.269194999735333,829
ENSMUSG00000039725,Trp53rka,Gene Expression,0.036669607143263644,1.1168843627729075e-13,2.1216808670556418e-13,3428,0.6569185168731568,2014
ENSMUSG00000020085,Aifm2,Gene Expression,0.03665892904664465,1.092459456231154e-13,2.0757462370911194e-13,1181,0.2601200618527077,923
ENSMUSG00000024507,Hsd17b4,Gene Expression,0.03665006518966195,1.1524114995609125e-13,2.1886805217359098e-13,10171,2.307231577833338,3538
ENSMUSG00000054723,Vmac,Gene Expression,0.03663345993430816,1.1457501614131615e-13,2.1762723481619087e-13,1423,0.30654618147233303,1122
ENSMUSG00000032334,Loxl1,Gene Expression,0.0366238574942511,7.882583474838611e-14,1.5036264606139233e-13,168,0.031944263692148124,151
ENSMUSG00000012429,Mplkip,Gene Expression,0.03661067945319335,1.1901590823981678e-13,2.2596139933658055e-13,1639,0.3070776125206927,1229
ENSMUSG00000039018,Mtg1,Gene Expression,0.03660867452224541,1.2234657731369225e-13,2.3220713724633105e-13,3657,0.6873687069874329,2072
ENSMUSG00000027677,Ttc14,Gene Expression,0.036602348307704397,1.2168044349891716e-13,2.309686408257503e-13,1622,0.2979564051915234,1247
ENSMUSG00000031924,Cyb5b,Gene Expression,0.03659795086571715,1.2501111257279263e-13,2.3723779072371656e-13,8173,1.6474743786810588,3160
ENSMUSG00000031953,Tmem170,Gene Expression,0.03659355316360328,1.20570220474292e-13,2.288868223835175e-13,1176,0.27144762281684165,951
ENSMUSG00000027361,Gabpb1,Gene Expression,0.036588278501231634,1.2523315717771766e-13,2.3763264185162365e-13,2199,0.4065952167492733,1518
ENSMUSG00000023110,Prmt5,Gene Expression,0.03658565662554911,1.2745360322696797e-13,2.417920030861609e-13,5083,1.005791202361329,2605
ENSMUSG00000024537,Psmg2,Gene Expression,0.036583984670846684,1.2745360322696797e-13,2.417920030861609e-13,4312,0.8598475554917115,2367
ENSMUSG00000073016,Uprt,Gene Expression,0.03657716807104119,1.283417816466681e-13,2.434497940441987e-13,3273,0.6358577075250554,1978
ENSMUSG00000032977,Fam207a,Gene Expression,0.036562455507533724,1.3211653993039363e-13,2.5055416107741056e-13,6527,1.2811248387295624,2847
ENSMUSG00000047909,Ankrd16,Gene Expression,0.036559358460087885,1.3233858453531866e-13,2.50947262375206e-13,3960,0.7604203931878015,2233
ENSMUSG00000049699,Ucn2,Gene Expression,0.03655744915080552,1.1102230246251565e-15,2.1997401763117393e-15,22,0.003754467124736475,22
ENSMUSG00000002475,Abhd3,Gene Expression,0.03655100098546084,1.318944953254686e-13,2.501609720533715e-13,1932,0.43872216292410143,1453
ENSMUSG00000020925,Ccdc43,Gene Expression,0.0365266103546869,1.3788969965844444e-13,2.6144440767364626e-13,2785,0.5080799881929557,1706
ENSMUSG00000026198,Abcb6,Gene Expression,0.03652292840081092,1.389999226830696e-13,2.635200407948714e-13,2999,0.5719925494644124,1859
ENSMUSG00000042628,Zfyve1,Gene Expression,0.03651992868071697,1.4033219031261979e-13,2.6601612255312937e-13,10675,2.2305375844512985,3487
ENSMUSG00000039483,Asb6,Gene Expression,0.03650509821371331,1.4410694859634532e-13,2.7311070489917245e-13,8655,1.7080599335531883,3162
ENSMUSG00000033429,Mcee,Gene Expression,0.03650422892062697,1.4210854715202004e-13,2.693533769502717e-13,2419,0.5270432129972121,1642
ENSMUSG00000032553,Srprb,Gene Expression,0.03649453908942946,1.4521717162097048e-13,2.751841118409427e-13,3350,0.6864498865389156,2029
ENSMUSG00000030753,Thap12,Gene Expression,0.03648283786590629,1.4854784069484595e-13,2.814642956338191e-13,12141,2.581644417033969,3632
ENSMUSG00000020434,4921536K21Rik,Gene Expression,0.036475075449266835,9.57012247226885e-14,1.8212375927409975e-13,222,0.04156527693117779,200
ENSMUSG00000035775,Krt20,Gene Expression,0.0364550591912321,5.10702591327572e-14,9.768113702471102e-14,34,0.007421862401281354,34
ENSMUSG00000021018,Polr2h,Gene Expression,0.03644172139832295,1.5765166949677223e-13,2.986806819110716e-13,3575,0.7217735744342804,2164
ENSMUSG00000022545,Ercc4,Gene Expression,0.0364393562097154,1.5876189252139739e-13,3.0075054598001927e-13,4228,0.8137612704279023,2302
ENSMUSG00000021038,Vipas39,Gene Expression,0.03643065726443687,1.609823385706477e-13,3.0485492324240975e-13,4731,0.9069923765117458,2452
ENSMUSG00000028920,Fbxo42,Gene Expression,0.036429297344249004,1.6009416015094757e-13,3.0324053200867026e-13,2713,0.5112742303282457,1781
ENSMUSG00000035764,Fbxo45,Gene Expression,0.036420231327889734,1.6275869541004795e-13,3.081501787235459e-13,3369,0.6630841183495052,2021
ENSMUSG00000024943,Smc5,Gene Expression,0.03641492039486429,1.6409096303959814e-13,3.1063795408699066e-13,3291,0.6479794692751147,1992
